id,seed,iteration,stage,group,market,rel. loss0,rel. loss1,agent_0_prices,agent_1_prices,agent_platform_welfare,agent_consumer_welfare,agent_social_welfare,agent_0_installed_base,agent_1_installed_base,agent_0_installed_base_both,agent_0_demand,agent_1_demand,agent_outside_split,agent_platform0_split,agent_platform1_split,agent_both_split,agent_0_retention,agent_1_retention,agent_55_tip_demand,agent_60_tip_demand,agent_70_tip_demand,agent_80_tip_demand,agent_55_tip_base,agent_60_tip_base,agent_70_tip_base,agent_80_tip_base
C_2,4,2000,0,0,all,0.2688302901507419,-0.22633661409643624,0.477616548538208,0.46684694290161133,-0.055536508560180664,3.972203254699707,3.9166667461395264,0.5099999904632568,0.49000000953674316,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,
C_2,4,2000,1,0,all,0.2688302901507419,-0.22633661409643624,0.3290318250656128,0.3206914961338043,-0.17507994174957275,1.695999026298523,1.5209190845489502,0.7549999952316284,0.7450000047683716,0.5,0.5069999694824219,0.49300000071525574,0.0,0.5069999694824219,0.49300000071525574,0.0,,,,,,,,,,
C_2,4,2000,2,0,all,0.2688302901507419,-0.22633661409643624,0.9511341452598572,0.9400594234466553,0.4456743001937866,1.0752447843551636,1.5209190845489502,0.6309999823570251,0.6190000176429749,0.25,0.5069999694824219,0.49300000071525574,0.0,0.5069999694824219,0.49300000071525574,0.0,1.0,1.0,0.75390625,0.515625,0.23828125,0.0859375,1.0,1.0,0.0,0.0
C_2,5,2000,0,0,all,0.27876916860376544,-0.34515243405617313,0.48008856177330017,0.4632285237312317,-0.05668291449546814,3.9733495712280273,3.9166667461395264,0.5099999904632568,0.49000000953674316,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,
C_2,5,2000,1,0,all,0.27876916860376544,-0.34515243405617313,0.3318457305431366,0.320878267288208,-0.1737915426492691,1.6949679851531982,1.5211764574050903,0.7549999952316284,0.7450000047683716,0.5,0.4860000014305115,0.5139999985694885,0.0,0.4860000014305115,0.5139999985694885,0.0,,,,,,,,,,
C_2,5,2000,2,0,all,0.27876916860376544,-0.34515243405617313,0.9520629644393921,0.9634960889816284,0.45793959498405457,1.0632367134094238,1.5211763381958008,0.6204999685287476,0.6295000314712524,0.25,0.4860000014305115,0.5139999985694885,0.0,0.4860000014305115,0.5139999985694885,0.0,1.0,1.0,0.7421875,0.54296875,0.2421875,0.0859375,1.0,1.0,0.0,0.0
C_2,6,2000,0,0,all,0.26290921622706,-0.26463724118803866,0.4787948429584503,0.46385568380355835,-0.05734947323799133,3.9740161895751953,3.9166667461395264,0.5099999904632568,0.49000000953674316,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,
C_2,6,2000,1,0,all,0.26290921622706,-0.26463724118803866,0.33002611994743347,0.31951096653938293,-0.17536114156246185,1.6964607238769531,1.52109956741333,0.7549999952316284,0.7450000047683716,0.5,0.48766666650772095,0.512333333492279,0.0,0.48766666650772095,0.512333333492279,0.0,,,,,,,,,,
C_2,6,2000,2,0,all,0.26290921622706,-0.26463724118803866,0.9430180788040161,0.9506555795669556,0.44693103432655334,1.0741685628890991,1.52109956741333,0.6213333606719971,0.6286666393280029,0.25,0.48766666650772095,0.512333333492279,0.0,0.48766666650772095,0.512333333492279,0.0,0.9999999403953552,1.0,0.73828125,0.54296875,0.25390625,0.09765625,1.0,1.0,0.0,0.0
C_2,7,2000,0,0,all,0.2590604000268124,-0.3012207067261381,0.4810364842414856,0.46360933780670166,-0.055354177951812744,3.9720208644866943,3.9166667461395264,0.5099999904632568,0.49000000953674316,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,
C_2,7,2000,1,0,all,0.2590604000268124,-0.3012207067261381,0.3313249349594116,0.32023027539253235,-0.1743777096271515,1.695554256439209,1.5211765766143799,0.7549999952316284,0.7450000047683716,0.5,0.4860000014305115,0.5139999985694885,0.0,0.4860000014305115,0.5139999985694885,0.0,,,,,,,,,,
C_2,7,2000,2,0,all,0.2590604000268124,-0.3012207067261381,0.9507356286048889,0.9622256755828857,0.4566414952278137,1.0645349025726318,1.5211763381958008,0.6204999685287476,0.6295000314712524,0.25,0.4860000014305115,0.5139999985694885,0.0,0.4860000014305115,0.5139999985694885,0.0,1.0,1.0,0.74609375,0.53515625,0.25390625,0.08984375,1.0,1.0,0.0,0.0
C_2,8,2000,0,0,all,0.2728234825700858,-0.2634263706162907,0.47728225588798523,0.4683553874492645,-0.054362356662750244,3.9710288047790527,3.9166665077209473,0.5099999904632568,0.49000000953674316,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,
C_2,8,2000,1,0,all,0.2728234825700858,-0.2634263706162907,0.3298729658126831,0.3227253258228302,-0.17362698912620544,1.694647192955017,1.5210201740264893,0.7549999952316284,0.7450000047683716,0.5,0.5103332996368408,0.4896666705608368,0.0,0.5103332996368408,0.4896666705608368,0.0,,,,,,,,,,
C_2,8,2000,2,0,all,0.2728234825700858,-0.2634263706162907,0.9592885375022888,0.943830132484436,0.4517190456390381,1.0693011283874512,1.5210201740264893,0.6326666474342346,0.6173333525657654,0.25,0.5103332996368408,0.4896666705608368,0.0,0.5103332996368408,0.4896666705608368,0.0,0.9999999403953552,1.0,0.7578125,0.5,0.2265625,0.08203125,1.0,1.0,0.0,0.0
C_2,9,2000,0,0,all,0.2518678748820642,-0.44091894766578577,0.47809627652168274,0.46728336811065674,-0.05462035536766052,3.9712870121002197,3.9166667461395264,0.5099999904632568,0.49000000953674316,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,
C_2,9,2000,1,0,all,0.2518678748820642,-0.44091894766578577,0.331816703081131,0.32613301277160645,-0.17098915576934814,1.6918927431106567,1.5209035873413086,0.7549999952316284,0.7450000047683716,0.5,0.5063333511352539,0.4936666488647461,0.0,0.5063333511352539,0.4936666488647461,0.0,,,,,,,,,,
C_2,9,2000,2,0,all,0.2518678748820642,-0.44091894766578577,0.9693059921264648,0.9629560708999634,0.4661712646484375,1.054732322692871,1.5209035873413086,0.6306666731834412,0.6193333268165588,0.25,0.5063333511352539,0.4936666488647461,0.0,0.5063333511352539,0.4936666488647461,0.0,1.0,1.0,0.703125,0.48828125,0.2109375,0.078125,1.0,1.0,0.0,0.0
